Time,On,Temperature,Setpoint
8490,68,69.68206954975295,70
8500,68,69.69684157878142,70
8510,68,69.71157257439592,70
8520,68,69.72626265057815,70
8530,68,69.74091192099321,70
8540,68,69.75552049899045,70
8550,68,69.77008849760436,70
8560,68,69.78461602955547,70
8570,68,69.79910320725114,70
8580,68,69.81355014278655,70
8590,68,69.82795694794547,70
8600,68,69.84232373420119,70
8610,68,69.85665061271729,70
8620,68,69.87093769434863,70
8630,68,69.8851850896421,70
8640,68,69.89939290883754,70
8650,68,69.91356126186855,70
8660,68,69.92769025836336,70
8670,68,69.94178000764568,70
8680,68,69.95583061873555,70
8690,68,69.96984220035017,70
8700,68,69.98381486090474,70
8710,68,69.99774870851334,70
8720,68,70.0116438509897,70
8730,68,70.02550039584806,70
8740,68,70.03931845030404,70
8750,68,70.05309812127541,70
8760,68,70.06683951538298,70
8770,68,70.08054273895135,70
8780,68,70.09420789800981,70
8790,68,70.10783509829312,70
8800,68,70.12142444524231,70
8810,68,70.13497604400553,70
8820,68,70.14848999943885,70
8830,68,70.16196641610706,70
8840,68,70.17540539828454,70
8850,68,70.18880704995598,70
8860,68,70.2021714748172,70
8870,68,70.21549877627605,70
8880,68,70.22878905745306,70
8890,68,70.24204242118236,70
8900,68,70.2552589700124,70
8910,68,70.2684388062068,70
8920,68,70.28158203174513,70
8930,68,70.29468874832361,70
8940,68,70.30775905735604,70
8950,68,70.32079305997449,70
8960,68,70.33379085703012,70
8970,68,70.34675254909392,70
8980,68,70.35967823645755,70
8990,68,70.37256801913406,70
